,recommend,review
2632,0,three different occasions asked well done medium well three times got bloodiest piece meat plate 
2633,0,two bites refused eat anymore 
2634,0,service extremely slow 
2635,0,20 minutes wait got table 
2636,1,seriously killer hot chai latte 
2637,0,allergy warnings menu waitress absolutely clue meals not contain peanuts 
2638,1,boyfriend tried mediterranean chicken salad fell love 
2639,1,rotating beers tap also highlight place 
2640,0,pricing bit concern mellow mushroom 
2641,0,worst thai ever 
2642,1,stay vegas must get breakfast least 
2643,1,want first say server great perfect service 
2644,1,pizza selections good 
2645,1,strawberry tea good 
2646,0,highly unprofessional rude loyal patron 
2647,1,overall great experience 
2648,0,spend money elsewhere 
2649,1,regular toasted bread equally satisfying occasional pats butter mmmm 
2650,0,buffet bellagio far anticipated 
2651,0,drinks weak people 
2652,0,-my order not correct 
2653,0,also feel like chips bought not made house 
2654,0,disappointing dinner went elsewhere dessert 
2655,1,chips sals amazing 
2656,0,not returning 
2657,1,new fav vegas buffet spot 
2658,0,seriously not believe owner many unexperienced employees running around like chickens heads cut 
2659,0,sad 
2660,0,felt insulted disrespected could talk judge another human like 
2661,0,call steakhouse not properly cook steak not understand 
2662,0,'m not impressed concept food 
2663,0,thing not crazy guacamole not like 
2664,0,really nothing postinos hope experience better 
2665,0,got food poisoning buffet 
2666,0,brought fresh batch fries thinking yay something warm but 
2667,0,hilarious yummy christmas eve dinner remember biggest fail entire trip us 
2668,0,needless say not going back anytime soon 
2669,0,place disgusting 
2670,1,every time eat see caring teamwork professional degree 
2671,0,ri style calamari joke 
2672,0,however much garlic fondue barely edible 
2673,0,could barely stomach meal but not complain business lunch 
2674,0,bad lost heart finish 
2675,0,also took forever bring us check asked 
2676,0,not ones make scene restaurants but not get definitely lost love one 
2677,0,disappointing experience 
2678,0,food par denny say not good 
2679,0,want wait mediocre food downright terrible service place 
2680,0,waaaaaayyyyyyyyyy rated saying 
2681,0,not going back 
2682,0,place fairly clean but food simply not worth 
2683,0,place lacked style 
2684,0,sangria half glass wine full 12 ridiculous 
2685,0,not bother coming 
2686,0,meat pretty dry sliced brisket pulled pork 
2687,0,building seems pretty neat bathroom pretty trippy but would not eat 
2688,0,equally awful 
2689,0,probably not hurry go back 
2690,0,slow seating even reservation 
2691,0,not good stretch imagination 
2692,0,cashew cream sauce bland vegetables undercooked 
2693,0,chipolte ranch dipping sause tasteless seemed thin watered heat 
2694,0,bit sweet not really spicy enough lacked flavor 
2695,0,disappointed 
2696,0,place horrible way overpriced 
2697,0,maybe vegetarian fare but 've twice thought average best 
2698,0,not busy know 
2699,0,tables outside also dirty lot time workers not always friendly helpful menu 
2700,0,ambiance not feel like buffet setting but douchey indoor garden tea biscuits 
2701,0,con spotty service 
2702,0,fries not hot neither burger 
2703,0,but came back cold 
2704,0,food came disappointment ensued 
2705,0,real disappointment waiter 
2706,0,husband said rude not even apologize bad food anything 
2707,0,reason eat would fill night binge drinking get carbs stomach 
2708,0,insults profound deuchebaggery go outside smoke break serving solidify 
2709,0,someone orders two tacos not think may part customer service ask combo ala cart 
2710,0,quite disappointed although blame needs placed door 
2711,0,rave reviews could not wait eat ...... disappointment 
2712,0,del taco pretty nasty avoided possible 
2713,0,not hard make decent hamburger 
2714,0,but not like 
2715,0,hell go back 
2716,0,'ve gotten much better service pizza place next door services received restaurant 
2717,0,not know big deal place but not back ya'all 
2718,0,immediately said wanted talk manager but not want talk guy shots fireball behind bar 
2719,0,ambiance not much better 
2720,0,unfortunately set us disapppointment entrees 
2721,0,food not good 
2722,0,servers suck wait correction server heimer sucked 
2723,0,happened next pretty putting 
2724,0,bad cause know family owned really wanted like place 
2725,0,overpriced getting 
2726,0,vomited bathroom mid lunch 
2727,0,kept looking time soon become 35 minutes yet still food 
2728,0,places eat circumstances would ever return tops list 
2729,0,started tuna sashimi brownish color obviously not fresh 
2730,0,food average 
2731,0,sure beat nachos movies but would expect little bit coming restaurant 
2732,0,ha long bay bit flop 
2733,0,problem charge 11.99 sandwich bigger subway sub offers better amount vegetables 
2734,0,shrimp- unwrapped live 1/2 mile brushfire literally ice cold 
2735,0,lacked flavor seemed undercooked dry 
2736,0,really impressive place not closed 
2737,0,would avoid place staying mirage 
2738,0,refried beans came meal dried crusty food bland 
2739,0,spend money time place else 
2740,0,lady table next us found live green caterpillar salad 
2741,0,presentation food awful 
2742,0,not tell disappointed 
2743,0,think food flavor texture lacking 
2744,0,appetite instantly gone 
2745,0,overall not impressed would not go back 
2746,0,whole experience underwhelming think go ninja sushi next time 
2747,0,not wasted enough life poured salt wound drawing time took bring check 
